Name,Segment,Current role,Geo,LinkedIn,Source,Why included,Conf.
Stephen Casper,Research,"PhD candidate, MIT CSAIL Algorithmic Alignment Group","Cambridge, MA",https://www.linkedin.com/in/stephen-casper-44241818b,https://stephencasper.com/,MIT Algorithmic Alignment Group; The Engineer's Interpretability Sequence; co-author International AI Safety Report 2025,Medium
Jacob Steinhardt,Founder/Research,Associate Professor UC Berkeley & Co-founder Transluce,"Berkeley, CA",https://www.linkedin.com/in/jacob-steinhardt-323b4621,https://jsteinhardt.stat.berkeley.edu/,Co-author seminal Concrete Problems in AI Safety (2016); co-founded Transluce (2024),Medium
John Jumper,Research/Leadership,Director / Senior Staff Research Scientist at Google DeepMind (AlphaFold),"London, UK",https://www.linkedin.com/in/john-jumper-0083a214a/,https://deepmind.google/discover/blog/alphafold-3-predicts-the-structure-and-interactions-of-all-of-lifes-molecules/,Co-lead of AlphaFold 2/3; 2024 Nobel laureate in Chemistry; first author AlphaFold Nature paper (2021),High
Max Jaderberg,Research/Leadership,Chief AI Officer at Isomorphic Labs,"London, UK",https://www.linkedin.com/in/max-jaderberg-94ab1352/,https://www.isomorphiclabs.com/articles/welcome-max-jaderberg,Leads ML at Isomorphic Labs (Alphabet drug-discovery spinout) using AlphaFold 3 for de novo small-molecule design,High
Alexander Rives,Founder/Research,Co-founder and Chief Scientist at EvolutionaryScale,"New York, NY",https://www.linkedin.com/in/alexrives/,https://www.evolutionaryscale.ai/blog/esm3-release,Led ESM protein language models at Meta FAIR; founded EvolutionaryScale; shipped ESM3 (98B-param protein LM),High
Tom Sercu,Founder/Research,Co-founder VP Engineering at EvolutionaryScale,"New York, NY",https://www.linkedin.com/in/tom-sercu-0ab66520/,https://www.evolutionaryscale.ai/about,Co-founder and engineering lead; previously led ESMFold scaling at Meta FAIR Protein team,High
Noor Shaker,Founder/Research,Co-founder & CEO at Glamorous AI,"London, UK",https://www.linkedin.com/in/noorshaker/,https://www.gtn.ai/team,Pioneered patented quantum-enhanced molecular generation for drug discovery,Medium
Stef van Grieken,Founder/Infra,Co-founder & CEO at Cradle,"Zurich, Switzerland",https://www.linkedin.com/in/stefvangrieken/,https://www.cradle.bio/about,"Co-founded Cradle (Zurich/Amsterdam) — generative protein design SaaS used by Novozymes, Twist, Johnson Matthey",High
Eli Bixby,Founder/Research,Co-founder & CTO at Cradle,"Amsterdam, Netherlands",https://www.linkedin.com/in/eli-bixby-9aa17234/,https://www.cradle.bio/about,Co-founder/CTO at Cradle building generative protein-engineering platform; ex-Google,Medium
Ali Madani,Founder/Research,Founder & CEO at Profluent,"Berkeley, CA",https://www.linkedin.com/in/ali-madani-1980/,https://www.profluent.bio/team,Founder of Profluent; first author ProGen protein LM (Nature Biotechnology 2023); OpenCRISPR-1 AI-designed gene editor,High
Molly Gibson,Founder/Research,Co-founder at Generate Biomedicines,"Boston, MA",https://www.linkedin.com/in/molly-gibson-9b06b727/,https://generatebiomedicines.com/about,Co-founder of Generate Biomedicines; led Chroma protein-diffusion programme (Nature 2023),High
Frank Noé,Research/Leadership,Distinguished Scientist at Microsoft Research AI4Science,"Berlin, Germany",https://www.linkedin.com/in/frank-noe-23873b14/,https://www.microsoft.com/en-us/research/people/franknoe/,Lead on Boltzmann generators and FermiNet/PauliNet quantum-chemistry NNs at MSR AI4Science,High
Tian Xie,Applied Research,Principal Research Manager at Microsoft Research AI4Science (MatterGen lead),"Cambridge, UK",https://www.linkedin.com/in/tian-xie-19b88556/,https://www.microsoft.com/en-us/research/people/tixie/,Lead author of MatterGen (Nature 2025) — diffusion model for inorganic-materials generation; also CGCNN,High
Tess Smidt,Research,Assistant Professor (Physics) MIT — e3nn lead,"Cambridge, MA",https://www.linkedin.com/in/tess-smidt/,https://blondegeek.github.io/,"Creator of e3nn equivariant-NN library underpinning MACE, NequIP and most modern ML interatomic potentials",Medium
Bryce Meredig,Founder/Research,Co-founder & Chief Science Officer at Citrine Informatics,"Bay Area, CA",https://www.linkedin.com/in/brycemeredig/,https://citrine.io/team/,"Citrine co-founder; pioneer of materials-informatics platforms used by Panasonic, Showa Denko, DARPA SDE",High
Remi Lam,Research,Senior Research Scientist at Google DeepMind (GraphCast / GenCast),"London, UK",https://www.linkedin.com/in/remi-lam-7a47b621/,https://deepmind.google/discover/blog/gencast-predicts-weather-and-the-risks-of-extreme-conditions-with-sota-accuracy/,First author of GraphCast (Science 2023) and GenCast (Nature 2024) — DeepMind's SOTA medium-range weather models,High
Stephan Hoyer,Research/Eng,Senior Staff Research Scientist at Google Research (Weather/Climate),"Mountain View, CA",https://www.linkedin.com/in/stephan-hoyer-65530a6/,https://research.google/people/stephan-hoyer/,Co-author NeuralGCM (Nature 2024) hybrid ML+physics climate model; creator of xarray,High
Mike Pritchard,Research/Leadership,Director of Climate Simulation at NVIDIA (Earth-2),"Bay Area, CA",https://www.linkedin.com/in/mike-pritchard-9b9b2511/,https://blogs.nvidia.com/blog/earth-2-platform-climate/,Leads NVIDIA Earth-2 / CorrDiff km-scale generative downscaling; ex-UC Irvine climate prof,Medium
Peter Dueben,Research/Leadership,Head of Earth System Modelling at ECMWF (AIFS lead),"Reading, UK",https://www.linkedin.com/in/peter-dueben-29551733/,https://www.ecmwf.int/en/about/who-we-are/staff-profiles/peter-dueben,Leads ECMWF AIFS — first operational ML weather model run by a major weather agency (2024),High
Elad Walach,Founder/Research,Co-founder & CEO at Aidoc,"Tel Aviv, Israel",https://www.linkedin.com/in/elad-walach-2294a849/,https://www.aidoc.com/about/,Co-founder of Aidoc — FDA-cleared radiology triage AI deployed in 1500+ hospitals; aiOS platform,High
Andy Beck,Founder/Research,Co-founder & CEO at PathAI,"Boston, MA",https://www.linkedin.com/in/andrew-beck-15489a9/,https://www.pathai.com/leadership/,Co-founder of PathAI; led PathExplore and AIM-NASH (FDA Breakthrough Device) computational-pathology platforms,High
Brandon Suh,Research/Leadership,CEO at Lunit,"Seoul, South Korea",https://www.linkedin.com/in/brandonsuh/,https://www.lunit.io/en/company/leadership,CEO of Lunit; INSIGHT CXR and SCOPE IO products approved in 40+ countries; KOSDAQ-listed AI-imaging leader,High
Russ Tedrake,Research/Leadership,VP of Robotics Research at Toyota Research Institute / MIT Prof,"Cambridge, MA",https://www.linkedin.com/in/russ-tedrake-3691931/,https://groups.csail.mit.edu/locomotion/russt.html,Leads TRI Large Behavior Models (LBM) programme; MIT CSAIL roboticist behind Drake and diffusion-policy,High
Karol Hausman,Founder/Research,Co-founder & CEO at Physical Intelligence (π),"San Francisco, CA",https://www.linkedin.com/in/karolhausman/,https://www.physicalintelligence.company/blog/pi0,Co-founder & CEO of Physical Intelligence; lead author of π0 / π0.5 generalist robot foundation models,High
Deepak Pathak,Founder/Research,Co-founder at Skild AI / Asst Prof CMU,"Pittsburgh, PA",https://www.linkedin.com/in/deepak-pathak-7806ba32/,https://www.skild.ai/about,Co-founder of Skild AI ($300M Series A 2024) building general-purpose robot brain; CMU robotics faculty,Medium
Doug Raymond,Research/Leadership,"Senior Director, Allen Institute for AI (Ai2) — Science","Seattle, WA",https://www.linkedin.com/in/dougraymond/,https://allenai.org/team,"Leads Ai2 Semantic Scholar / scientific-LLM efforts (OLMo-Science, SciRIFF) for AI4Science track",Low
Yonatan Belinkov,Research,"Associate Professor, Technion; visiting Kempner Institute","Haifa, Israel",https://www.linkedin.com/in/yonatan-belinkov-7601964,https://belinkov.com/,Leading work on interpretability and probing of LLMs; co-organizer of BlackboxNLP,High
Eitan Richardson,Research/Eng,"Senior Research Scientist (Generative AI), Lightricks","Tel Aviv, Israel",https://www.linkedin.com/in/eitanrichardson/,https://www.lightricks.com/research,Core researcher on LTX-Video generative video model family,High
Benjamin Brazowski,Research/Leadership,"Research Team Lead — Next-Gen Video AI, Lightricks","Tel Aviv, Israel",https://www.linkedin.com/in/benjamin-brazowski-41418982/,https://www.lightricks.com/research,Leads research effort behind LTX-2 open-source audio-video model,High
Ohad Shamir,Research,"Professor, Weizmann Institute of Science (CS & Applied Math)","Rehovot, Israel",https://il.linkedin.com/in/ohad-shamir-97777a332,https://www.wisdom.weizmann.ac.il/~shamiro/,Foundational theory of SGD and neural-network optimization; core WAIC member,Medium
Ronen Eldan,Research,"Principal Researcher, Microsoft Research — Machine Learning Foundations","Redmond, WA",https://www.linkedin.com/in/ronen-eldan-1b73a51b9,https://www.microsoft.com/en-us/research/people/roneneldan/,Co-author of TinyStories and Phi small-language-model series,Medium
Roberto Navigli,Research/Leadership,"Full Professor, Sapienza University of Rome; Co-founder, Babelscape","Rome, Italy",https://www.linkedin.com/in/robertonavigli/,https://nlp.uniroma1.it/,Leads Minerva — first LLM family pretrained from scratch for Italian; 2x ERC grantee,High
Edoardo Barba,Research,"Assistant Professor, Sapienza University of Rome (DIAG)","Rome, Italy",https://www.linkedin.com/in/edoardo-barba-799825127/,https://edobobo.github.io/,Co-lead on Minerva LLM; EMNLP 2024 Outstanding Paper Award,High
Manuel Roveri,Research,"Full Professor, Politecnico di Milano (DEIB)","Milan, Italy",https://www.linkedin.com/in/manuel-roveri-1b71a821b/,https://roveri.faculty.polimi.it/,Leads embedded/edge AI and TinyML research at POLIMI; IEEE Senior Member,High
Aitor Gonzalez-Agirre,Research/Leadership,"Senior Research Scientist & Language Modeling Lead, Barcelona Supercomputing Center","Barcelona, Spain",https://www.linkedin.com/in/aitor-gonzalez-agirre-052910142/,https://www.bsc.es/gonzalez-aguirre-aitor,Leads BSC Salamandra multilingual LLM family (2B/7B/40B),High
Marta R. Costa-jussà,Research,"Research Scientist, Meta AI (FAIR); prev. UPC Barcelona","Barcelona, Spain",https://es.linkedin.com/in/martaruizcostajussa,https://costa-jussa.com/,PI on No-Language-Left-Behind & SeamlessM4T speech-translation work,High
Carles Sierra,Research/Leadership,"Research Professor and Director, IIIA-CSIC","Barcelona, Spain",https://www.linkedin.com/in/carles-sierra-873b3411/,https://www.iiia.csic.es/~sierra/,Director of Spain flagship AI research institute; multi-agent systems pioneer,Medium
Alicja Rączkowska,Applied Eng,"Senior Research Engineer, ML Research, Allegro","Warsaw, Poland",https://www.linkedin.com/in/alicja-r%C4%85czkowska-b540a214b/,https://ml.allegro.tech/,Allegro NLP team; PhD on ML for histopathology (Univ. of Warsaw),Medium
Tomáš Mikolov,Research/Leadership,"Senior Researcher, CIIRC CTU Prague; Co-founder, BottleCap AI","Prague, Czech Republic",https://cz.linkedin.com/in/tomas-mikolov-59831188,https://www.ciirc.cvut.cz/en/svetove-uznavany-expert-tomas-mikolov-prichazi-z-facebook-ai-do-ciirc-cvut-zameri-se-na-vyvoj-silne-umele-inteligence/,Lead author of word2vec and fastText; leads strong-AI group at CIIRC,High
Santosh Kesiraju,Research,"Researcher, BUT Speech@FIT, Brno University of Technology","Brno, Czech Republic",https://www.linkedin.com/in/santoshkesiraju/,https://speech.fit.vut.cz/people,Core speaker-recognition / generative document-rep researcher at BUT Speech@FIT,Medium
Bálint Gyires-Tóth,Research,"Associate Professor, Budapest University of Technology and Economics (BME)","Budapest, Hungary",https://www.linkedin.com/in/balintgyirestoth/,https://smartlab.tmit.bme.hu/deep-learning,Leads BME SmartLab deep-learning research; sequential models and TTS,Medium
Balázs Lóránd,Applied Eng,"Head of Location, Autonomous Mobility Hungary, Continental","Budapest, Hungary",https://www.linkedin.com/in/balazs-lorand/,https://www.continental-automotive.com/en/software/artificial-intelligence-for-automotive/ai-development-center-budapest.html,Heads Continental AI/ADAS development center in Budapest,Medium
Elena Burceanu,Research/Leadership,"AI Research Lead, Bitdefender; NeurIPS 2025 Associate Program Chair","Bucharest, Romania",https://www.linkedin.com/in/elena-burceanu-97016539/,https://bit-ml.github.io/,"Leads Bitdefender ML research; OOD generalization & video tracking, 8 patents",High
Adrian Groza,Research/Leadership,"Professor & Vice-Rector, Technical University of Cluj-Napoca","Cluj-Napoca, Romania",https://www.linkedin.com/in/adrian-groza-792914193/,https://airi.utcluj.ro/,Lead AI faculty at UTCN AIRi institute; XAI and KR&R researcher,Medium
Adriano Veloso,Research,"Associate Professor, UFMG (Federal University of Minas Gerais)","Belo Horizonte, Brazil",https://br.linkedin.com/in/adriano-veloso-968a134b,https://www.dcc.ufmg.br/dcc/?q=en/node/1645,"Core UFMG ML/NLP faculty; 220+ papers across DM, NLP, and healthcare ML",Medium
Misael Levi,Applied Eng,"Senior Machine Learning Engineer, AI Core, Nubank","São Paulo, Brazil",https://www.linkedin.com/in/misaellvcc/,https://international.nubank.com.br/careers/data-science-and-machine-learning/,Co-author AlphaPO (ICML 2025) on reward shape in LLM alignment,Medium
Pablo Zivic,Applied Eng,"Senior ML / Data Science, Mercado Libre","Buenos Aires, Argentina",https://www.linkedin.com/in/pablozivic/,https://medium.com/mercadolibre-tech/about,Long-tenured ML lead at Mercado Libre; UBA alumnus working on ranking/RAG,Medium
Cinthia Sánchez Macías,Research,"Postdoctoral Researcher, CENIA (National AI Center Chile)","Santiago, Chile",https://www.linkedin.com/in/cinthia-sanchez-macias/,https://cenia.cl/en/home/,Works on LatamGPT regional LLM initiative at CENIA,Medium
Gülşen Eryiğit,Research/Leadership,"Professor & Founder, ITU AI and Data Science Center","Istanbul, Turkey",https://www.linkedin.com/in/g%C3%BCl%C5%9Fen-eryi%C4%9Fit-63492129/,https://nlp.itu.edu.tr/,Top-cited Turkish NLP researcher; EACL 2026 Industry Track Chair,High
Aditi Raghunathan,Research,"Assistant Professor, CMU CSD & MLD","Pittsburgh, PA",https://www.linkedin.com/in/aditi-raghunathan-77170078/,https://www.cs.cmu.edu/~aditirag/,Frontier-model reliability & robustness; AI2050 Fellow,High
Yiming Yang,Research,"Professor, CMU LTI & MLD","Pittsburgh, PA",https://www.linkedin.com/in/yiming-yang-24100924/,https://www.lti.cs.cmu.edu/people/faculty/yiming-yang.html,LLM self-alignment/self-refinement and AI4Science research at CMU,High
Zackory Erickson,Research,"Assistant Professor, CMU Robotics Institute (RCHI Lab)","Pittsburgh, PA",https://www.linkedin.com/in/zackory/,https://www.ri.cmu.edu/ri-faculty/zackory-erickson/,Robotic caregiving & multimodal sensing manipulation research,High
Regina Barzilay,Research/Leadership,"School of Engineering Distinguished Professor (AI & Health), MIT CSAIL; AI Lead, Jameel Clinic","Cambridge, MA",https://www.linkedin.com/in/regina-barzilay-50ab83a/,https://www.regina.csail.mit.edu/,"ML for drug discovery (halicin antibiotic); MacArthur Fellow, TIME100 AI 2025",High
Hima Lakkaraju,Research,"Assistant Professor, Harvard SEAS & HBS","Cambridge, MA",https://www.linkedin.com/in/hima-lakkaraju-b130217,https://himalakkaraju.github.io/,Trustworthy/explainable AI; AI2050 Early Career Fellow,High
Tina Eliassi-Rad,Research/Leadership,"Joseph E. Aoun Professor, Northeastern University; Core Faculty, Experiential AI Institute","Boston, MA",https://www.linkedin.com/in/eliassi/,https://www.khoury.northeastern.edu/people/tina-eliassi-rad/,Network science + ML ethics; 2023 Lagrange Prize laureate,High
Rishi Bommasani,Research/Leadership,Society Lead & Senior Research Scholar at Stanford CRFM / HAI,"Stanford, CA",https://www.linkedin.com/in/rishi-b/,https://hai.stanford.edu/people/rishi-bommasani,Lead author of Stanford Foundation Models report; CRFM policy + technical voice,High
Sang Michael Xie,Research,Research Scientist at OpenAI (ex-Stanford AI Lab PhD),"San Francisco, CA",https://www.linkedin.com/in/sangxie/,https://cs.stanford.edu/~eix/,DoReMi data-mixing + in-context learning theory; Stanford-trained,High
Akari Asai,Research,Research Scientist at AI2; incoming Asst. Prof. at CMU LTI,"Seattle, WA",https://www.linkedin.com/in/akari-asai/,https://akariasai.github.io/,Self-RAG author; MIT TR Innovators Under 35 2025; OpenScholar lead,High
Jesse Dodge,Research,Research Scientist at Meta Superintelligence Labs (ex-AI2 OLMo),"Seattle, WA",https://www.linkedin.com/in/jesse-dodge-ai/,https://www.jessedodge.ai/,OLMo / Dolma / OLMoTrace + Green AI; widely cited reproducibility voice,High
Sasha Luccioni,Research/Leadership,AI & Climate Lead at Hugging Face,"Montreal, Canada",https://ca.linkedin.com/in/sashaluccioniphd,https://www.sashaluccioni.com/,BLOOM carbon-footprint study; TED speaker; MIT TR 35; HF climate research lead,High
Margaret Mitchell,Research/Leadership,Chief Ethics Scientist at Hugging Face,"Seattle, WA",https://www.linkedin.com/in/margaret-mitchell-9b13429,https://en.wikipedia.org/wiki/Margaret_Mitchell_(scientist),Model Cards co-author; ex-Google Ethical AI co-lead; HF Chief Ethics Scientist,High
Volodymyr Kuleshov,Research/Founder,Assistant Professor at Cornell Tech & Co-founder Inception AI,"New York, NY",https://www.linkedin.com/in/volodymyr-kuleshov-6aa83294/,https://www.cs.cornell.edu/~kuleshov/,Diffusion-based language models; co-founder Afresh & Inception AI,High
Hannaneh Hajishirzi,Research/Leadership,Torode Family Assoc. Prof. UW + Senior Director NLP at AI2,"Seattle, WA",https://www.linkedin.com/in/hannaneh-hajishirzi-83359816b/,https://homes.cs.washington.edu/~hannaneh/,Co-lead of OLMo; Sloan + NSF CAREER awardee; foundational open-LLM work,High
Devendra Singh Chaplot,Research,Research Scientist at xAI (ex-Mistral founding team),"San Francisco, CA",https://www.linkedin.com/in/devendra-chaplot-b1605534,https://devendrachaplot.github.io/,"Mistral founding team (Mixtral, Pixtral); now xAI; CMU PhD",High
Julien Chaumond,Founder/Infra,Co-founder & CTO at Hugging Face,"Paris, France",https://www.linkedin.com/in/julienchaumond/,https://www.crunchbase.com/person/julien-chaumond,HF co-founder & CTO; most senior HF tech voice,High
